1,0.74,0.5333
2,0.913,0.76
3,1,0.866666667
4,1,0.88
5,1,0.88
10,1,0.88
20,1,0.866666667
30,1,0.88
40,1,0.906666667
50,1,0.906666667
75,1,0.88
100,1,0.88
