1,57.5,56.56666667
2,71.9,70.06666667
3,82.66666667,81.16666667
4,92.03333333,92
5,97.46666667,85.33333333
10,96.33333333,87.76666667
20,98.4,93.63333333
30,96.86666667,90.2
40,98.63333333,86.3
50,99.06666667,88.2
75,99.3,89.66666667
100,98.16666667,87.26666667
